越幸农贸市场,119.323833,26.060027,福建省, 福州市, 台江区
上海欧源豆类食品有限公司,121.343771,31.466008,上海市, 上海市, 宝山区
18.金晓,120.609881,31.321446,江苏省, 苏州市, 姑苏区
上海康缨农副产品市场以营管理有限公司,121.420017,31.152045,上海市, 上海市, 徐汇区
上海鸣哥贸易有限公司,121.487899,31.249162,上海市, 上海市, 闸北区
（新梅）上海港丽餐饮管理有限公司浦东南路店（新梅）,121.563186,31.598234,上海市, 上海市, 崇明县
上海市清美绿色食品有限公司,121.732439,31.09001,上海市, 上海市, 浦东新区
上高县金洋食品科技有限公司,114.860958,28.199053,江西省, 宜春市, 上高县
上海市金山区邱官坤食品店,121.374769,30.770177,上海市, 上海市, 金山区
上海兴桥农贸市场经营管理有限公司,121.401172,31.632315,上海市, 上海市, 崇明县
叶谢149(农工商),121.021408,29.975696,浙江省, 绍兴市, 上虞市
上海肯德基有限公司妙境餐厅,121.701043,31.206573,上海市, 上海市, 浦东新区
台金兰（仙乐斯店）,121.227733,31.252436,上海市, 上海市, 青浦区
隆昌永辉（永辉超市）,105.252958,29.367869,四川省, 内江市, 隆昌县
ZPV0-益海嘉里食品营销有限公司,126.540756,44.076946,吉林省, 吉林市, 龙潭区
上海荷美食品有限公司,121.402671,31.627319,上海市, 上海市, 崇明县
船厂卜峰莲花,116.772566,23.482039,广东省, 汕头市, 澄海区
万寿市场(沈瑞民)（加盟）,112.2426,32.024481,湖北省, 襄阳市, 襄州区
味之鲜-上海谷动,121.487899,31.249162,上海市, 上海市, 闸北区
上海赛迪副食品有限公司（平凉 ）,121.62291,31.541223,上海市, 上海市, 崇明县
罗城2店265(伍缘折扣超市),108.827191,24.904568,广西壮族自治区, 河池市, 罗城仫佬族自治县
上海繁安综合市场经营管理有限公司,121.399847,31.069757,上海市, 上海市, 闵行区
老北站28号,121.480318,31.259892,上海市, 上海市, 闸北区
上海联家超市有限公司柳州店,121.265198,31.284043,上海市, 上海市, 嘉定区
沈巷农贸市场（叶明红）（散户）,121.066987,31.082619,上海市, 上海市, 青浦区
舟山海林水产,122.169872,30.036011,浙江省, 舟山市, 定海区
上海李园农贸市场48号(沈红卫)^,121.392022,31.286455,上海市, 上海市, 普陀区
欧尚(珠江店)--126,118.329953,33.947291,江苏省, 宿迁市, 宿豫区
浦东华美达大酒店（民航置业）,121.597388,31.250717,上海市, 上海市, 浦东新区
高桥市场63号,114.296634,22.78287,广东省, 深圳市, 龙岗区
怡乐食国民淀粉工业,113.328536,23.147535,广东省, 广州市, 天河区
金山农副,121.248408,30.835081,上海市, 上海市, 金山区
周泉,112.97979,25.764182,湖南省, 郴州市, 北湖区
上海市浦东新区潍坊街道文俊水产品经营部,121.5239,31.223923,上海市, 上海市, 浦东新区
上海嘉里食品工业有限公司,121.62864,31.344985,上海市, 上海市, 浦东新区
上蔬永辉生鲜食品有限公司（周浦店）,116.292498,39.857166,北京市, 北京市, 丰台区
奉城6783(世纪联华),121.649967,30.921263,上海市, 上海市, 奉贤区
联华加盟百汇店,122.968902,41.075905,辽宁省, 鞍山市, 千山区
上海阳普菜市场经营管理有限公司渭南路分公司,121.541803,31.2676,上海市, 上海市, 杨浦区
上海锄禾食品有限公司,121.402671,31.627319,上海市, 上海市, 崇明县
永清206(伍缘折扣超市),116.560557,39.302837,河北省, 廊坊市, 永清县
上海市农产品批发市场,121.487899,31.249162,上海市, 上海市, 闸北区
天泰餐饮（品川恒隆）(H),110.495406,19.972313,海南省, 海口市, 美兰区
嘉兴大佳意食品有限公司,120.760428,30.773992,浙江省, 嘉兴市, 南湖区
江场23(伍缘折扣超市),121.420204,31.026462,上海市, 上海市, 闵行区
金光食品（宁波）有限公司宁波第一分公司,121.579006,29.885259,浙江省, 宁波市, 江东区
上海龙辉餐饮管理有限公司南方商城店,121.40768,31.137509,上海市, 上海市, 闵行区
金高大卖场338(农工商),114.15468,22.288607,香港特别行政区, 香港特别行政区, 中西区
上海必胜客有限公司七宝餐厅,121.370628,31.162201,上海市, 上海市, 闵行区
麦德龙超市  虹口,121.491919,31.282497,上海市, 上海市, 虹口区
宝山顾村店（上蔬永辉）,121.375057,31.355885,上海市, 上海市, 宝山区
上海派特贵金属有限公司食堂,121.329528,30.728576,上海市, 上海市, 金山区
龙茗221(伍缘折扣超市),121.420204,31.026462,上海市, 上海市, 闵行区
上海丰柘商贸有限公司加盟,121.487899,31.249162,上海市, 上海市, 闸北区
上海宝山乐购生活购物有限公司,121.498736,31.317371,上海市, 上海市, 宝山区
潘群香（世纪联华仙霞店）,121.375908,31.214653,上海市, 上海市, 长宁区
沙县小吃,117.782875,26.402813,福建省, 三明市, 沙县
ZZNY YT19-青岛何氏牛业有限公司,120.384428,36.105215,山东省, 青岛市, 市北区
上海新岛集贸市场经营管理有限公司,121.843114,31.347426,上海市, 上海市, 崇明县
西郊国际宜丰果品商行,121.476179,31.232043,上海市, 上海市, 黄浦区
深圳市同利源农业发展有限公司,114.025974,22.546054,广东省, 深圳市, 福田区
2042沃尔玛（江苏）商业零售有限公司吴江江兴西路分店,120.646549,31.175018,江苏省, 苏州市, 吴江区
家得利康健专卖,117.06931,30.512837,安徽省, 安庆市, 迎江区
上海旺德利农副产品配送服务有限公司,121.549035,31.287159,上海市, 上海市, 杨浦区
